"device_id","app_name","minutes"
1691,"Netflix (Mobile App)",1.26
903,"Snapchat (Mobile App)",44.11
947,"Amazon Music with Prime Music (Mobile App)",4.24
1259,"Pinterest (Mobile App)",101.78
2522,"Google Search (Mobile App)",111.13
1320,"Facebook Messenger (Mobile App)",131.96
1669,"Google Search (Mobile App)",1.14
1451,"Facebook Messenger (Mobile App)",94.15
1378,"Facebook (Mobile App)",499.66
2185,"Facebook Messenger (Mobile App)",856.54
1063,"Facebook Messenger (Mobile App)",1227.56
2574,"Amazon Mobile (Mobile App)",4.42
1160,"Google Search (Mobile App)",0.40
2774,"Instagram (Mobile App)",122.43
327,"Google Search (Mobile App)",1.72
1499,"Facebook (Mobile App)",1515.94
2199,"Instagram (Mobile App)",19.79
1330,"Kindle (Mobile App)",9.50
1706,"Google Search (Mobile App)",6.76
920,"Google Play (Mobile App)",6.43
991,"Instagram (Mobile App)",16.63
1164,"Amazon Music with Prime Music (Mobile App)",0.08
46,"YouTube (Mobile App)",4.66
1908,"Google Search (Mobile App)",3.03
233,"YouTube (Mobile App)",30.47
2624,"Instagram (Mobile App)",49.50
2124,"Facebook (Mobile App)",2620.17
346,"Amazon Mobile (Mobile App)",21.84
562,"Facebook Messenger (Mobile App)",3497.44
2557,"YouTube (Mobile App)",13.37
2165,"YouTube (Mobile App)",425.36
2624,"YouTube (Mobile App)",54.70
764,"Facebook Messenger (Mobile App)",1842.42
2372,"Amazon Mobile (Mobile App)",415.64
1070,"YouTube (Mobile App)",136.15
1062,"Pinterest (Mobile App)",0.06
1340,"Facebook (Mobile App)",1194.65
1785,"Facebook Messenger (Mobile App)",0.72
2342,"Facebook (Mobile App)",819.08
1135,"Facebook Messenger (Mobile App)",148.53
1730,"Outlook (Mobile App)",145.69
1792,"Google Play (Mobile App)",83.40
237,"Facebook Messenger (Mobile App)",206.63
1367,"Google Search (Mobile App)",3.99
51,"Google Search (Mobile App)",52.37
7,"Facebook (Mobile App)",1242.46
2368,"Facebook Messenger (Mobile App)",57.51
1492,"Snapchat (Mobile App)",11.21
1620,"Facebook Messenger (Mobile App)",291.86
730,"YouTube (Mobile App)",190.15
252,"Google Search (Mobile App)",376.38
2235,"Facebook Messenger (Mobile App)",189.61
2594,"Google Play (Mobile App)",2.61
1298,"Google Play (Mobile App)",2.94
534,"Google Search (Mobile App)",22.54
1803,"Instagram (Mobile App)",8.63
889,"Facebook Messenger (Mobile App)",21.94
689,"Facebook Messenger (Mobile App)",1784.89
918,"Instagram (Mobile App)",2.56
2020,"Google Search (Mobile App)",84.50
2558,"Snapchat (Mobile App)",28.42
755,"Google Play (Mobile App)",84.86
155,"Facebook (Mobile App)",2199.05
751,"Facebook Messenger (Mobile App)",373.70
1917,"YouTube (Mobile App)",2.38
2593,"Netflix (Mobile App)",0.73
2237,"YouTube (Mobile App)",1.00
1902,"Google Play (Mobile App)",63.28
768,"Instagram (Mobile App)",1.05
2658,"Snapchat (Mobile App)",83.63
219,"Pinterest (Mobile App)",47.40
852,"Google Play (Mobile App)",29.26
1504,"Google Play (Mobile App)",30.64
2403,"Instagram (Mobile App)",69.38
126,"Instagram (Mobile App)",
2043,"Google Search (Mobile App)",0.07
1434,"Facebook (Mobile App)",198.00
1151,"Facebook Messenger (Mobile App)",851.14
159,"Amazon Mobile (Mobile App)",2.33
2123,"Yahoo Newsroom (Mobile App)",3.54
1334,"Google Play (Mobile App)",21.07
53,"Google Play (Mobile App)",2.20
2238,"Google Search (Mobile App)",81.55
624,"Facebook Messenger (Mobile App)",1684.11
741,"Amazon Mobile (Mobile App)",8.88
342,"Tumblr (Mobile App)",52.43
94,"Amazon Mobile (Mobile App)",0.13
2572,"Snapchat (Mobile App)",
1923,"Facebook (Mobile App)",265.91
1216,"Instagram (Mobile App)",0.04
489,"Snapchat (Mobile App)",37.23
127,"Yahoo Newsroom (Mobile App)",7.96
2484,"Pinterest (Mobile App)",23.90
2426,"Facebook (Mobile App)",38.21
2255,"YouTube (Mobile App)",2.51
2250,"Netflix (Mobile App)",3.06
1907,"Instagram (Mobile App)",1120.40
1515,"Facebook Messenger (Mobile App)",185.91
1861,"Walmart (Mobile App)",28.13
1235,"Walmart (Mobile App)",0.43
1717,"Amazon Mobile (Mobile App)",9.44
1824,"Outlook (Mobile App)",22.92
662,"Snapchat (Mobile App)",35.31
1537,"Facebook Messenger (Mobile App)",
1102,"Amazon Mobile (Mobile App)",20.24
2191,"YouTube (Mobile App)",842.83
2263,"Kindle (Mobile App)",0.15
1799,"Walmart (Mobile App)",6.05
1374,"Yahoo Newsroom (Mobile App)",21.13
1856,"Amazon Mobile (Mobile App)",3.14
2237,"Microsoft Word (Mobile App)",2.12
351,"Walmart (Mobile App)",22.08
1473,"Google Play (Mobile App)",0.52
706,"YouTube (Mobile App)",1551.40
1942,"Facebook (Mobile App)",1401.16
1360,"Google Play (Mobile App)",9.74
1640,"Snapchat (Mobile App)",206.56
362,"Google Search (Mobile App)",62.15
700,"Google Play (Mobile App)",206.17
1608,"Netflix (Mobile App)",1718.59
2300,"Kindle (Mobile App)",1.97
1033,"Amazon Mobile (Mobile App)",7.56
2497,"Instagram (Mobile App)",71.77
1867,"Pinterest (Mobile App)",1.58
178,"Google Search (Mobile App)",193.85
1804,"Amazon Mobile (Mobile App)",2.58
1502,"Facebook (Mobile App)",770.81
1424,"Google Play (Mobile App)",1.01
2373,"YouTube (Mobile App)",29.76
1997,"Amazon Mobile (Mobile App)",
2511,"YouTube (Mobile App)",225.10
1891,"YouTube (Mobile App)",395.36
1267,"Pinterest (Mobile App)",80.48
2362,"Google Play (Mobile App)",7.53
804,"Snapchat (Mobile App)",15.44
2134,"Instagram (Mobile App)",
2706,"Pinterest (Mobile App)",6.75
516,"Google Play (Mobile App)",17.19
2107,"Walmart (Mobile App)",26.16
1077,"Instagram (Mobile App)",333.72
2562,"Snapchat (Mobile App)",22.06
1884,"Walmart (Mobile App)",83.67
336,"Outlook (Mobile App)",10.23
2600,"Amazon Mobile (Mobile App)",11.03
955,"YouTube (Mobile App)",
1785,"Instagram (Mobile App)",1.88
1691,"Amazon Mobile (Mobile App)",0.76
2346,"Google Search (Mobile App)",62.53
2045,"Snapchat (Mobile App)",2.06
1255,"Facebook Messenger (Mobile App)",832.66
1294,"YouTube (Mobile App)",169.44
19,"Amazon Mobile (Mobile App)",0.08
1569,"Snapchat (Mobile App)",581.07
1235,"Pinterest (Mobile App)",45.11
2624,"Google Play (Mobile App)",26.08
495,"Facebook Messenger (Mobile App)",1000.36
1974,"Amazon Music with Prime Music (Mobile App)",66.26
708,"Yahoo Mail (Mobile App)",
2299,"Tumblr (Mobile App)",289.24
2487,"Facebook Messenger (Mobile App)",63.82
582,"Pinterest (Mobile App)",0.88
646,"Facebook Messenger (Mobile App)",2.70
813,"Google Search (Mobile App)",129.38
1384,"Google Play (Mobile App)",98.12
252,"Google Play (Mobile App)",146.86
984,"Facebook Messenger (Mobile App)",446.70
1531,"Google Play (Mobile App)",14.85
413,"Microsoft Word (Mobile App)",1.80
800,"Snapchat (Mobile App)",3.33
293,"Amazon Mobile (Mobile App)",14.48
785,"Kindle (Mobile App)",
2257,"Kindle (Mobile App)",0.16
1959,"Instagram (Mobile App)",255.40
307,"Instagram (Mobile App)",131.76
2243,"Google Search (Mobile App)",26.77
667,"Google Search (Mobile App)",306.85
231,"Google Search (Mobile App)",9.39
881,"YouTube (Mobile App)",41.48
241,"Facebook Messenger (Mobile App)",159.76
993,"Facebook (Mobile App)",100.69
2773,"YouTube (Mobile App)",48.53
2774,"GroupMe (Mobile App)",11.73
496,"Kindle (Mobile App)",6.88
856,"Facebook Messenger (Mobile App)",184.23
1355,"YouTube (Mobile App)",1604.81
295,"Facebook (Mobile App)",3063.42
434,"Walmart (Mobile App)",110.46
32,"Instagram (Mobile App)",55.46
2134,"Amazon Mobile (Mobile App)",0.53
1982,"Amazon Mobile (Mobile App)",6.64
2228,"Google Search (Mobile App)",299.95
1235,"Amazon Mobile (Mobile App)",
1979,"Facebook (Mobile App)",1.18
2203,"Google Play (Mobile App)",13.05
910,"Facebook (Mobile App)",2832.98
1035,"Snapchat (Mobile App)",281.96
2164,"Facebook Messenger (Mobile App)",273.49
2659,"Facebook (Mobile App)",903.85
1577,"Facebook Messenger (Mobile App)",1099.19
337,"Google Search (Mobile App)",0.40
1523,"YouTube (Mobile App)",658.03
723,"Amazon Mobile (Mobile App)",518.44
2756,"Google Search (Mobile App)",16.51
820,"YouTube (Mobile App)",182.82
542,"Instagram (Mobile App)",0.82
59,"YouTube (Mobile App)",190.27
776,"Facebook (Mobile App)",1258.96
1951,"Facebook Messenger (Mobile App)",4540.58
2095,"Google Search (Mobile App)",13.09
2353,"Google Play (Mobile App)",43.62
267,"Facebook Messenger (Mobile App)",692.09
792,"YouTube (Mobile App)",6.21
236,"YouTube (Mobile App)",69.69
1214,"Kindle (Mobile App)",7.23
1148,"Google Search (Mobile App)",71.53
1467,"Snapchat (Mobile App)",171.95
2357,"YouTube (Mobile App)",26.55
503,"Kindle (Mobile App)",2.04
2312,"Google Play (Mobile App)",27.71
341,"Netflix (Mobile App)",13.15
689,"Facebook (Mobile App)",463.46
1280,"Walmart (Mobile App)",1.16
1184,"Google Play (Mobile App)",13.63
1001,"Facebook (Mobile App)",63.59
1087,"Tumblr (Mobile App)",0.18
2115,"Instagram (Mobile App)",2311.05
1691,"Microsoft Word (Mobile App)",2.95
374,"Instagram (Mobile App)",143.67
1392,"Facebook Messenger (Mobile App)",332.90
1562,"Netflix (Mobile App)",221.50
1505,"Google Search (Mobile App)",849.40
1473,"Amazon Mobile (Mobile App)",4.62
1808,"Amazon Mobile (Mobile App)",52.66
1226,"Google Search (Mobile App)",1.73
2614,"Google Search (Mobile App)",1.44
406,"Facebook Messenger (Mobile App)",101.93
506,"YouTube (Mobile App)",116.03
1772,"Google Search (Mobile App)",67.54
789,"Amazon Mobile (Mobile App)",9.16
1989,"Instagram (Mobile App)",4.29
296,"YouTube (Mobile App)",224.39
232,"Google Play (Mobile App)",5.10
1517,"Kindle (Mobile App)",0.58
1883,"Outlook (Mobile App)",8.79
2476,"Walmart (Mobile App)",18.93
2394,"Google Play (Mobile App)",1.22
957,"Google Play (Mobile App)",11.56
256,"Google Play (Mobile App)",1.77
1416,"Yahoo Mail (Mobile App)",102.71
1455,"Google Play (Mobile App)",12.83
1824,"Facebook (Mobile App)",990.44
1958,"YouTube (Mobile App)",112.92
928,"YouTube (Mobile App)",121.57
1652,"Facebook Messenger (Mobile App)",491.12
2648,"Amazon Mobile (Mobile App)",10.54
1509,"Google Play (Mobile App)",0.99
2381,"Snapchat (Mobile App)",13.57
2702,"Instagram (Mobile App)",318.21
582,"Amazon Mobile (Mobile App)",52.54
16,"Instagram (Mobile App)",2.76
1461,"Instagram (Mobile App)",28.03
1337,"Yahoo Mail (Mobile App)",15.24
1214,"Netflix (Mobile App)",69.26
2607,"YouTube (Mobile App)",1247.53
1290,"Facebook Messenger (Mobile App)",1169.53
1377,"Facebook (Mobile App)",
850,"Instagram (Mobile App)",19.39
2440,"Snapchat (Mobile App)",0.52
994,"Google Play (Mobile App)",0.97
1018,"Amazon Mobile (Mobile App)",51.87
2030,"Google Search (Mobile App)",53.84
2358,"Google Play (Mobile App)",65.43
2312,"Snapchat (Mobile App)",9.92
2344,"Google Play (Mobile App)",9.17
2106,"Amazon Mobile (Mobile App)",0.40
1677,"Facebook (Mobile App)",0.67
964,"Facebook (Mobile App)",2772.36
1771,"Facebook Messenger (Mobile App)",110.03
210,"Facebook (Mobile App)",1048.19
2405,"YouTube (Mobile App)",144.23
1639,"Instagram (Mobile App)",709.66
1903,"Facebook (Mobile App)",2191.48
889,"Google Play (Mobile App)",22.67
445,"Facebook Messenger (Mobile App)",54.48
1584,"Netflix (Mobile App)",0.66
357,"Google Search (Mobile App)",272.46
1157,"Google Play (Mobile App)",32.10
2535,"Netflix (Mobile App)",25.12
634,"Facebook Messenger (Mobile App)",43.19
586,"Microsoft Word (Mobile App)",0.05
2227,"Yahoo Mail (Mobile App)",69.37
601,"Amazon Mobile (Mobile App)",0.72
405,"Google Play (Mobile App)",11.80
2546,"Google Play (Mobile App)",4.19
960,"Amazon Mobile (Mobile App)",1.75
1805,"Google Play (Mobile App)",42.06
2258,"Google Search (Mobile App)",36.63
759,"Pinterest (Mobile App)",163.81
2376,"Pinterest (Mobile App)",129.08
1584,"Facebook Messenger (Mobile App)",759.29
1269,"Amazon Mobile (Mobile App)",73.54
1355,"Facebook (Mobile App)",2293.16
2379,"Snapchat (Mobile App)",1.00
195,"Facebook Messenger (Mobile App)",1203.93
2293,"Google Play (Mobile App)",
76,"Snapchat (Mobile App)",1511.10
1242,"Google Play (Mobile App)",2.21
1367,"Amazon Mobile (Mobile App)",15.52
2418,"Google Search (Mobile App)",1.16
2139,"Pinterest (Mobile App)",342.09
1844,"Google Search (Mobile App)",2.40
502,"Google Search (Mobile App)",86.49
2297,"Facebook (Mobile App)",0.02
1697,"YouTube (Mobile App)",226.86
1950,"Google Play (Mobile App)",10.59
1487,"Snapchat (Mobile App)",1974.62
974,"Facebook (Mobile App)",2666.74
2717,"Yahoo Mail (Mobile App)",17.00
822,"Facebook Messenger (Mobile App)",1105.52
1154,"YouTube (Mobile App)",728.12
278,"Facebook Messenger (Mobile App)",46.61
13,"Google Search (Mobile App)",7.57
903,"Facebook Messenger (Mobile App)",416.50
2659,"Google Search (Mobile App)",85.43
771,"Instagram (Mobile App)",11.58
2515,"Facebook Messenger (Mobile App)",111.55
1754,"Walmart (Mobile App)",0.13
2355,"Amazon Mobile (Mobile App)",36.29
2248,"Walmart (Mobile App)",0.76
1623,"Walmart (Mobile App)",8.16
1744,"Amazon Mobile (Mobile App)",9.48
308,"YouTube (Mobile App)",26.61
1771,"YouTube (Mobile App)",529.57
695,"Amazon Mobile (Mobile App)",336.46
286,"Facebook Messenger (Mobile App)",1144.95
546,"Google Play (Mobile App)",85.03
2746,"Kindle (Mobile App)",0.16
2207,"Snapchat (Mobile App)",92.17
1518,"Amazon Mobile (Mobile App)",18.77
1436,"Netflix (Mobile App)",2.89
2224,"Amazon Mobile (Mobile App)",162.35
2668,"Outlook (Mobile App)",14.67
1556,"Outlook (Mobile App)",17.08
707,"Google Play (Mobile App)",9.67
765,"Google Search (Mobile App)",61.78
1016,"Google Play (Mobile App)",5.28
720,"Google Search (Mobile App)",22.83
564,"Facebook (Mobile App)",2149.38
2647,"Amazon Mobile (Mobile App)",0.31
1075,"Yahoo Mail (Mobile App)",8.18
467,"YouTube (Mobile App)",16.62
2074,"YouTube (Mobile App)",58.01
1742,"YouTube (Mobile App)",29.40
316,"Facebook Messenger (Mobile App)",211.67
2294,"YouTube (Mobile App)",404.59
1509,"Walmart (Mobile App)",54.96
1976,"Facebook Messenger (Mobile App)",1389.70
177,"Walmart (Mobile App)",15.90
1514,"Facebook (Mobile App)",107.30
2379,"YouTube (Mobile App)",2225.81
460,"Facebook Messenger (Mobile App)",
2101,"Pinterest (Mobile App)",95.56
1700,"Instagram (Mobile App)",195.67
2578,"YouTube (Mobile App)",2.07
1918,"Google Search (Mobile App)",35.21
895,"Microsoft Word (Mobile App)",8.75
2488,"Google Play (Mobile App)",13.42
2054,"Netflix (Mobile App)",171.79
1723,"YouTube (Mobile App)",
2042,"Outlook (Mobile App)",9.01
1500,"Netflix (Mobile App)",0.22
657,"Instagram (Mobile App)",31.54
2363,"Instagram (Mobile App)",930.73
1168,"Pinterest (Mobile App)",56.18
159,"Outlook (Mobile App)",0.09
2573,"Facebook (Mobile App)",725.04
184,"Instagram (Mobile App)",0.86
2165,"Google Search (Mobile App)",28.40
2201,"Google Play (Mobile App)",11.41
2115,"Google Search (Mobile App)",268.11
789,"Facebook (Mobile App)",396.98
2111,"Facebook (Mobile App)",3580.24
410,"Instagram (Mobile App)",20.26
4,"Facebook Messenger (Mobile App)",141.49
1477,"Facebook Messenger (Mobile App)",1108.48
847,"Google Play (Mobile App)",48.74
2040,"Facebook (Mobile App)",825.99
1401,"Yahoo Mail (Mobile App)",146.02
1873,"YouTube (Mobile App)",137.10
242,"Netflix (Mobile App)",
2457,"Facebook Messenger (Mobile App)",54.84
1828,"Walmart (Mobile App)",8.47
2010,"Google Play (Mobile App)",
2191,"Facebook Messenger (Mobile App)",1467.81
1624,"Amazon Mobile (Mobile App)",194.20
712,"Amazon Mobile (Mobile App)",3.82
1133,"Google Play (Mobile App)",24.03
1752,"Amazon Mobile (Mobile App)",1.48
518,"Facebook (Mobile App)",1771.72
2052,"Google Search (Mobile App)",388.64
2290,"Snapchat (Mobile App)",24.30
1517,"Facebook Messenger (Mobile App)",5991.72
63,"Facebook (Mobile App)",851.06
2024,"Facebook (Mobile App)",33.46
536,"Instagram (Mobile App)",55.26
1283,"Snapchat (Mobile App)",87.73
629,"YouTube (Mobile App)",38.39
2225,"Facebook Messenger (Mobile App)",295.13
1606,"Instagram (Mobile App)",22.80
470,"Google Play (Mobile App)",3.83
1084,"Facebook Messenger (Mobile App)",5.01
1520,"Google Play (Mobile App)",1.40
45,"Snapchat (Mobile App)",368.88
2094,"Google Search (Mobile App)",12.44
327,"Yahoo Mail (Mobile App)",176.92
183,"Facebook Messenger (Mobile App)",35.46
997,"Walmart (Mobile App)",37.13
2480,"Snapchat (Mobile App)",34.30
236,"Google Play (Mobile App)",6.29
1460,"Amazon Mobile (Mobile App)",19.01
4,"YouTube (Mobile App)",20.51
211,"Snapchat (Mobile App)",56.45
1884,"Google Play (Mobile App)",8.16
2080,"YouTube (Mobile App)",247.37
2182,"Google Search (Mobile App)",1.57
705,"Snapchat (Mobile App)",71.84
932,"Facebook (Mobile App)",1886.94
2243,"Instagram (Mobile App)",267.81
2710,"Google Search (Mobile App)",0.10
2250,"Google Search (Mobile App)",130.09
1802,"Facebook (Mobile App)",517.37
920,"Google Search (Mobile App)",3.55
1866,"Google Search (Mobile App)",0.07
1190,"Facebook Messenger (Mobile App)",24.64
1764,"Google Play (Mobile App)",7.99
33,"Google Play (Mobile App)",1.05
1343,"Amazon Mobile (Mobile App)",0.21
573,"YouTube (Mobile App)",507.68
2045,"Pinterest (Mobile App)",124.12
223,"Google Search (Mobile App)",0.89
291,"Pinterest (Mobile App)",10.16
1351,"Netflix (Mobile App)",51.09
1544,"Google Play (Mobile App)",
2585,"Google Search (Mobile App)",1.64
142,"Google Play (Mobile App)",59.77
2690,"Snapchat (Mobile App)",0.69
2247,"Instagram (Mobile App)",3.98
1664,"YouTube (Mobile App)",17.27
2118,"Yahoo Newsroom (Mobile App)",257.94
782,"Google Search (Mobile App)",30.42
2184,"Instagram (Mobile App)",1.35
148,"Walmart (Mobile App)",57.86
2459,"Facebook (Mobile App)",5.70
1521,"Pinterest (Mobile App)",59.49
1969,"Instagram (Mobile App)",0.89
1158,"Facebook (Mobile App)",2961.99
1141,"Walmart (Mobile App)",22.29
890,"Pinterest (Mobile App)",2.92
2101,"Snapchat (Mobile App)",
753,"Instagram (Mobile App)",86.34
2071,"Amazon Mobile (Mobile App)",142.29
773,"Google Play (Mobile App)",43.01
2255,"GroupMe (Mobile App)",4.36
764,"Facebook (Mobile App)",135.80
1004,"Facebook Messenger (Mobile App)",823.32
2001,"YouTube (Mobile App)",8.09
963,"YouTube (Mobile App)",23.63
1872,"Facebook (Mobile App)",1194.92
1685,"Google Play (Mobile App)",37.92
135,"Facebook (Mobile App)",2249.94
1838,"Netflix (Mobile App)",12.81
2040,"YouTube (Mobile App)",88.52
1772,"Microsoft Word (Mobile App)",2.62
2513,"Facebook (Mobile App)",1366.13
1804,"Facebook (Mobile App)",429.40
2370,"Facebook (Mobile App)",361.59
2185,"Instagram (Mobile App)",232.34
835,"Facebook (Mobile App)",767.15
1083,"Snapchat (Mobile App)",565.82
2401,"Microsoft Word (Mobile App)",0.16
2743,"Google Search (Mobile App)",2.57
319,"Instagram (Mobile App)",92.16
1384,"Netflix (Mobile App)",59.68
1934,"YouTube (Mobile App)",27.08
2447,"Instagram (Mobile App)",131.39
920,"Facebook (Mobile App)",9.88
2144,"Pinterest (Mobile App)",40.41
2501,"Facebook Messenger (Mobile App)",392.00
788,"Google Play (Mobile App)",8.68
146,"Snapchat (Mobile App)",5.10
1738,"Facebook (Mobile App)",553.55
604,"Snapchat (Mobile App)",20.01
1211,"Google Play (Mobile App)",53.92
77,"Snapchat (Mobile App)",
1664,"Walmart (Mobile App)",39.45
2005,"Walmart (Mobile App)",55.19
365,"Google Search (Mobile App)",260.12
764,"YouTube (Mobile App)",52.14
279,"Walmart (Mobile App)",17.86
413,"YouTube (Mobile App)",42.92
901,"Facebook (Mobile App)",196.22
2116,"Facebook (Mobile App)",422.60
2328,"Pinterest (Mobile App)",44.04
491,"YouTube (Mobile App)",47.48
390,"Google Search (Mobile App)",17.14
1182,"Facebook (Mobile App)",1897.22
399,"Google Search (Mobile App)",11.94
2324,"Google Search (Mobile App)",0.31
1140,"Facebook Messenger (Mobile App)",292.31
43,"Amazon Mobile (Mobile App)",
1352,"Amazon Mobile (Mobile App)",6.15
407,"YouTube (Mobile App)",120.34
64,"Facebook (Mobile App)",2685.20
821,"YouTube (Mobile App)",9.17
2538,"Instagram (Mobile App)",1.53
2133,"Snapchat (Mobile App)",0.56
1623,"YouTube (Mobile App)",0.36
1790,"Instagram (Mobile App)",488.66
493,"Walmart (Mobile App)",16.36
2644,"Amazon Music with Prime Music (Mobile App)",22.95
2518,"Instagram (Mobile App)",65.43
2270,"Instagram (Mobile App)",134.00
1501,"Instagram (Mobile App)",127.18
2199,"Amazon Mobile (Mobile App)",10.87
286,"Outlook (Mobile App)",4.23
1295,"Facebook (Mobile App)",413.63
851,"Amazon Mobile (Mobile App)",1.91
115,"Facebook Messenger (Mobile App)",2581.08
1684,"Facebook Messenger (Mobile App)",277.56
423,"Facebook Messenger (Mobile App)",157.16
941,"Google Play (Mobile App)",2.86
2408,"YouTube (Mobile App)",67.85
2042,"Amazon Mobile (Mobile App)",0.90
294,"YouTube (Mobile App)",1299.57
2665,"YouTube (Mobile App)",6.07
1707,"Facebook (Mobile App)",310.52
2270,"YouTube (Mobile App)",
779,"Facebook Messenger (Mobile App)",113.02
2014,"Google Play (Mobile App)",20.48
2058,"Google Play (Mobile App)",21.07
26,"Amazon Mobile (Mobile App)",5.39
1251,"Facebook Messenger (Mobile App)",402.15
867,"Facebook Messenger (Mobile App)",334.23
109,"YouTube (Mobile App)",1129.13
304,"Facebook Messenger (Mobile App)",21.44
2120,"YouTube (Mobile App)",480.33
317,"Pinterest (Mobile App)",91.75
2608,"YouTube (Mobile App)",13.73
1088,"Amazon Mobile (Mobile App)",101.13
2410,"Netflix (Mobile App)",1.41
1043,"Yahoo Mail (Mobile App)",958.30
2554,"Sam's Club (Mobile App)",7.34
928,"Google Search (Mobile App)",2560.02
482,"Google Play (Mobile App)",7.56
1014,"Amazon Mobile (Mobile App)",14.15
419,"Facebook Messenger (Mobile App)",549.00
1753,"Amazon Mobile (Mobile App)",3.88
481,"Snapchat (Mobile App)",0.78
1271,"Facebook Messenger (Mobile App)",22.73
2113,"Kindle (Mobile App)",1.97
1950,"Tumblr (Mobile App)",194.85
1041,"Yahoo Mail (Mobile App)",52.12
273,"YouTube (Mobile App)",65.22
614,"Amazon Music with Prime Music (Mobile App)",32.14
723,"Outlook (Mobile App)",117.80
489,"GroupMe (Mobile App)",26.34
126,"Snapchat (Mobile App)",88.36
2501,"Outlook (Mobile App)",25.57
1869,"Facebook (Mobile App)",286.97
1274,"YouTube (Mobile App)",146.66
1427,"Google Play (Mobile App)",5.22
962,"Google Search (Mobile App)",0.63
1059,"YouTube (Mobile App)",73.49
2569,"Google Search (Mobile App)",0.02
555,"Facebook Messenger (Mobile App)",1147.45
2314,"Outlook (Mobile App)",1581.44
2397,"Netflix (Mobile App)",78.32
1962,"YouTube (Mobile App)",3013.84
1000,"Netflix (Mobile App)",201.74
2687,"Facebook Messenger (Mobile App)",553.04
2090,"Facebook Messenger (Mobile App)",
1830,"Amazon Mobile (Mobile App)",
61,"YouTube (Mobile App)",158.22
1238,"Walmart (Mobile App)",0.89
2698,"Instagram (Mobile App)",351.72
2303,"Google Play (Mobile App)",2.59
1567,"Tumblr (Mobile App)",52.38
405,"Facebook (Mobile App)",259.59
824,"Google Play (Mobile App)",3.17
1551,"Netflix (Mobile App)",1365.67
34,"YouTube (Mobile App)",4.21
1833,"Google Search (Mobile App)",54.31
1731,"Google Search (Mobile App)",176.85
495,"Facebook (Mobile App)",63.74
2292,"Facebook (Mobile App)",2228.15
354,"Instagram (Mobile App)",34.17
166,"Google Search (Mobile App)",738.43
352,"Google Search (Mobile App)",9.02
657,"Facebook Messenger (Mobile App)",995.49
152,"YouTube (Mobile App)",1.64
1669,"Facebook Messenger (Mobile App)",329.81
1269,"Facebook Messenger (Mobile App)",1676.65
120,"YouTube (Mobile App)",450.76
1453,"Yahoo Mail (Mobile App)",2.67
1108,"Facebook Messenger (Mobile App)",21.24
376,"Snapchat (Mobile App)",534.93
948,"Kindle (Mobile App)",0.35
1032,"Google Search (Mobile App)",140.88
985,"Google Search (Mobile App)",100.17
2694,"Yahoo Mail (Mobile App)",106.31
2168,"Google Play (Mobile App)",62.38
370,"Snapchat (Mobile App)",16.69
1262,"Facebook (Mobile App)",1117.43
826,"Instagram (Mobile App)",328.80
1273,"Kindle (Mobile App)",845.97
513,"YouTube (Mobile App)",550.60
1649,"Snapchat (Mobile App)",329.07
9,"Facebook Messenger (Mobile App)",3028.93
2158,"Facebook (Mobile App)",
2314,"Google Search (Mobile App)",0.04
1155,"Google Search (Mobile App)",0.92
2613,"Amazon Mobile (Mobile App)",32.21
855,"Google Play (Mobile App)",166.74
1002,"Instagram (Mobile App)",374.76
1945,"Yahoo Mail (Mobile App)",1.46
2145,"Facebook (Mobile App)",1326.59
770,"Instagram (Mobile App)",0.69
701,"Google Search (Mobile App)",0.18
1104,"Amazon Mobile (Mobile App)",3.11
951,"Facebook (Mobile App)",971.05
790,"YouTube (Mobile App)",5.62
1319,"Google Play (Mobile App)",2.48
457,"YouTube (Mobile App)",29.80
2402,"Amazon Mobile (Mobile App)",9.76
2117,"YouTube (Mobile App)",19.42
2418,"Sam's Club Scan & Go (Mobile App)",0.42
1573,"Google Play (Mobile App)",1.77
75,"Pinterest (Mobile App)",41.20
1723,"Pinterest (Mobile App)",3.71
48,"Google Search (Mobile App)",252.36
191,"Tumblr (Mobile App)",102.58
739,"Google Play (Mobile App)",29.84
2640,"Amazon Mobile (Mobile App)",2.04
2551,"Google Play (Mobile App)",4.52
162,"Instagram (Mobile App)",239.42
2451,"Google Play (Mobile App)",5.71
2472,"Instagram (Mobile App)",0.36
1803,"Yahoo Mail (Mobile App)",17.29
1288,"Amazon Music with Prime Music (Mobile App)",14.05
2620,"Instagram (Mobile App)",76.66
2511,"Amazon Mobile (Mobile App)",51.82
972,"YouTube (Mobile App)",0.66
337,"Facebook (Mobile App)",
1602,"Facebook (Mobile App)",1235.21
2614,"Netflix (Mobile App)",
1309,"Google Play (Mobile App)",43.80
2660,"Pinterest (Mobile App)",0.91
1315,"Google Search (Mobile App)",176.38
1183,"YouTube (Mobile App)",0.71
2060,"Instagram (Mobile App)",
1951,"Yahoo Mail (Mobile App)",32.83
313,"Facebook Messenger (Mobile App)",397.57
1227,"Facebook Messenger (Mobile App)",368.62
939,"Google Search (Mobile App)",12.22
1399,"Instagram (Mobile App)",15.80
1855,"Instagram (Mobile App)",2.88
971,"Walmart (Mobile App)",4.53
2730,"Google Search (Mobile App)",95.07
1352,"Google Search (Mobile App)",79.49
2544,"Facebook Messenger (Mobile App)",8.12
862,"YouTube (Mobile App)",164.38
1033,"Facebook (Mobile App)",90.49
